"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the beautiful images and solemn words cannot [[disguise]] the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can [[drown]] out the tinny self-righteousness of his voice .","the beautiful images and solemn words cannot [[disguising]] the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can [[immersed]] out the tinny self-righteousness of his voice .",0.24031364917755127,0.7558385133743286,0,1,0,85,"Successful"
"the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .","the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .",0.9257240891456604,0.9257240891456604,1,1,0,1,"Skipped"
"the [[movie]] isn't painfully bad , something to be 'fully experienced' ; it's just tediously [[bad]] , something to be fully [[forgotten]] .","the [[filmmakers]] isn't painfully bad , something to be 'fully experienced' ; it's just tediously [[wicked]] , something to be fully [[overlooking]] .",0.14621537923812866,0.6082968711853027,0,1,0,85,"Successful"
"charly comes off as emotionally [[manipulative]] and [[sadly]] imitative of [[innumerable]] past love story derisions .","charly comes off as emotionally [[unkind]] and [[shockingly]] imitative of [[unbounded]] past love story derisions .",0.13577240705490112,0.8777680993080139,0,1,0,108,"Successful"
"what a great [[shame]] that such a talented director as chen kaige has chosen to make his english-language debut with a film so [[poorly]] plotted and scripted .","what a great [[shamed]] that such a talented director as chen kaige has chosen to make his english-language debut with a film so [[faintly]] plotted and scripted .",0.1253204345703125,0.5248816013336182,0,1,0,76,"Successful"
"no [[amount]] of good intentions is able to overcome the [[triviality]] of the [[story]] .","no [[moneys]] of good intentions is able to overcome the [[playfulness]] of the [[historic]] .",0.11572200059890747,0.5966722965240479,0,1,0,125,"Successful"
"the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the [[problem]] with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .","the film . . . presents classic moral-condundrum drama : what would you have done to survive ? the [[things]] with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .",0.17316973209381104,0.6252182126045227,0,1,0,60,"Successful"
". . . for all its social and political potential , state property doesn't end up being [[very]] inspiring or insightful .",". . . for all its social and political potential , state property doesn't end up being [[rather]] inspiring or insightful .",0.14366519451141357,0.5387301445007324,0,1,0,55,"Successful"
"a [[film]] [[really]] [[has]] to [[be]] [[exceptional]] to [[justify]] a [[three]] [[hour]] [[running]] [[time]] , and this isn't .","a [[stills]] [[openly]] [[hectare]] to [[se]] [[extreme]] to [[alibi]] a [[two]] [[hours]] [[function]] [[dated]] , and this isn't .",0.10947388410568237,0.18275141716003418,0,0,0,307,"Failed"
"[[little]] more than a stylish exercise in revisionism whose point . . . is no doubt true , but serves as a rather [[thin]] moral to such a knowing fable .","[[hsiao]] more than a stylish exercise in revisionism whose point . . . is no doubt true , but serves as a rather [[compact]] moral to such a knowing fable .",0.12985748052597046,0.7255822420120239,0,1,0,64,"Successful"
"the [[nonstop]] [[artifice]] [[ultimately]] [[proves]] [[tiresome]] , with the surface histrionics [[failing]] to [[compensate]] for the paper-thin characterizations and [[facile]] [[situations]] .","the [[incessant]] [[contraption]] [[presumably]] [[reveals]] [[uphill]] , with the surface histrionics [[fails]] to [[paid]] for the paper-thin characterizations and [[uncomplicated]] [[occasion]] .",0.11150068044662476,0.1401076316833496,0,0,0,232,"Failed"
"this is a monumental achievement in practically every facet of [[inept]] filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .","this is a monumental achievement in practically every facet of [[capable]] filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",0.1805470585823059,0.5200014114379883,0,1,0,51,"Successful"
"this off-putting french romantic comedy is sure to test severely the indulgence of fans of amélie .","this off-putting french romantic comedy is sure to test severely the indulgence of fans of amélie .",0.8296357989311218,0.8296357989311218,1,1,0,1,"Skipped"
"[[overburdened]] with [[complicated]] [[plotting]] and [[banal]] [[dialogue]]","[[submerged]] with [[painful]] [[conspiring]] and [[everyday]] [[dialog]]",0.10783445835113525,0.3709811568260193,0,0,0,153,"Failed"
"ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a [[problem]] .","ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a [[matter]] .",0.1703830361366272,0.5069106817245483,0,1,0,59,"Successful"
"the [[master]] of [[disguise]] [[falls]] under the [[category]] of '[[should]] [[have]] been a [[sketch]] on saturday night live . '","the [[masters]] of [[mendacity]] [[chutes]] under the [[level]] of '[[would]] [[es]] been a [[scribbles]] on saturday night live . '",0.12062031030654907,0.1648053526878357,0,0,0,186,"Failed"
"yet another self-consciously overwritten [[story]] about a rag-tag [[bunch]] of would-be [[characters]] that [[team]] up for a can't-miss heist -- only to [[have]] it all go wrong .","yet another self-consciously overwritten [[epic]] about a rag-tag [[band]] of would-be [[nature]] that [[teamwork]] up for a can't-miss heist -- only to [[am]] it all go wrong .",0.1149817705154419,0.14981681108474731,0,0,0,198,"Failed"
"koepp's [[screenplay]] isn't [[nearly]] surprising or [[clever]] enough to [[sustain]] a [[reasonable]] [[degree]] of [[suspense]] on its [[own]] .","koepp's [[scripts]] isn't [[narrowly]] surprising or [[deft]] enough to [[retains]] a [[dignified]] [[qualities]] of [[awaiting]] on its [[individual]] .",0.11590099334716797,0.6058434247970581,0,1,0,218,"Successful"
"is it [[really]] an advantage to [[invest]] such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?","is it [[efficiently]] an advantage to [[invested]] such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?",0.17930340766906738,0.5776476860046387,0,1,0,82,"Successful"
"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine","more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",0.908224880695343,0.908224880695343,1,1,0,1,"Skipped"
"[[clumsy]] , obvious , preposterous , the [[movie]] will [[likely]] set the cause of woman [[warriors]] back decades .","[[delicate]] , obvious , preposterous , the [[theatrical]] will [[perhaps]] set the cause of woman [[mujahid]] back decades .",0.10740154981613159,0.8034908175468445,0,1,0,76,"Successful"
"it's [[hard]] to pity the 'plain' girl who [[becomes]] a [[ravishing]] [[waif]] after [[applying]] a [[smear]] of lip-gloss . [[rather]] , pity anyone who sees this mishmash .","it's [[vigorous]] to pity the 'plain' girl who [[achieves]] a [[resplendent]] [[beggar]] after [[executions]] a [[libel]] of lip-gloss . [[fairly]] , pity anyone who sees this mishmash .",0.14722049236297607,0.6914034485816956,0,1,0,207,"Successful"
"a [[banal]] , virulently [[unpleasant]] [[excuse]] for a [[romantic]] [[comedy]] .","a [[normal]] , virulently [[salacious]] [[forgiveness]] for a [[unrequited]] [[irreverent]] .",0.10515779256820679,0.9359380602836609,0,1,0,172,"Successful"
"the drama [[discloses]] almost nothing .","the drama [[unmask]] almost nothing .",0.17825639247894287,0.8467137813568115,0,1,0,53,"Successful"
"a minor-league soccer [[remake]] of the longest yard .","a minor-league soccer [[recreate]] of the longest yard .",0.19399547576904297,0.7705758213996887,0,1,0,11,"Successful"
"[[belongs]] in the too-hot-for-tv direct-to-video/[[dvd]] [[category]] , and this is why i have given it a one-star [[rating]] .","[[possesses]] in the too-hot-for-tv direct-to-video/[[dvds]] [[categorize]] , and this is why i have given it a one-star [[appraisal]] .",0.13755089044570923,0.5136286020278931,0,1,0,54,"Successful"
"as earnest as a community-college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school .","as earnest as a community-college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school .",0.8187754154205322,0.8187754154205322,1,1,0,1,"Skipped"
"a dim-witted and [[lazy]] spin-off of the animal planet documentary [[series]] , [[crocodile]] hunter is [[entertainment]] [[opportunism]] at its most glaring .","a dim-witted and [[kinda]] spin-off of the animal planet documentary [[range]] , [[alligator]] hunter is [[entertaining]] [[expedient]] at its most glaring .",0.10913681983947754,0.5523554086685181,0,1,0,58,"Successful"
"there is more than one joke about putting the toilet seat down . and that should tell you everything you need to know about all the queen's men .","there is more than one joke about putting the toilet seat down . and that should tell you everything you need to know about all the queen's men .",0.5797184705734253,0.5797184705734253,1,1,0,1,"Skipped"
"even fans of ismail merchant's work , i suspect , would have a [[hard]] time sitting through this one .","even fans of ismail merchant's work , i suspect , would have a [[vigorous]] time sitting through this one .",0.13131839036941528,0.5850261449813843,0,1,0,53,"Successful"
"it's [[really]] just another silly [[hollywood]] [[action]] [[film]] , one among a [[multitude]] of simple-minded , yahoo-ing [[death]] [[shows]] .","it's [[assuredly]] just another silly [[celebs]] [[moves]] [[photographed]] , one among a [[richness]] of simple-minded , yahoo-ing [[lives]] [[shown]] .",0.10078763961791992,0.5149393081665039,0,1,0,252,"Successful"
"it's not a [[particularly]] [[good]] [[film]] , but neither is it a monsterous one .","it's not a [[uncommonly]] [[satisfying]] [[photo]] , but neither is it a monsterous one .",0.11453777551651001,0.5293779969215393,0,1,0,134,"Successful"
"the world [[needs]] more filmmakers with passionate enthusiasms [[like]] martin [[scorsese]] . but it doesn't need gangs of new [[york]] .","the world [[shall]] more filmmakers with passionate enthusiasms [[iike]] martin [[cinematic]] . but it doesn't need gangs of new [[westchester]] .",0.15537941455841064,0.649957537651062,0,1,0,68,"Successful"
"enchanted with low-life tragedy and liberally seasoned with emotional outbursts . . . what is sorely missing , however , is the edge of wild , lunatic invention that we associate with cage's best acting .","enchanted with low-life tragedy and liberally seasoned with emotional outbursts . . . what is sorely missing , however , is the edge of wild , lunatic invention that we associate with cage's best acting .",0.85282301902771,0.85282301902771,1,1,0,1,"Skipped"
"harry potter and the chamber of secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate . it's likely that whatever you thought of the first production -- pro or con -- you'll [[likely]] think of this one .","harry potter and the chamber of secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate . it's likely that whatever you thought of the first production -- pro or con -- you'll [[able]] think of this one .",0.2050735354423523,0.5469731092453003,0,1,0,32,"Successful"
"sade achieves the near-impossible : it turns the marquis de sade into a [[dullard]] .","sade achieves the near-impossible : it turns the marquis de sade into a [[ignoramus]] .",0.15522664785385132,0.7527661323547363,0,1,0,54,"Successful"
"[lin chung's] voice is rather unexceptional , even [[irritating]] ( at least to this western ear ) , [[making]] it awfully [[hard]] to buy the impetus for the complicated love [[triangle]] that develops between the three central [[characters]] .","[lin chung's] voice is rather unexceptional , even [[unnerving]] ( at least to this western ear ) , [[take]] it awfully [[intense]] to buy the impetus for the complicated love [[triangular]] that develops between the three central [[character]] .",0.11290085315704346,0.5421783924102783,0,1,0,160,"Successful"
